,Código da Rede,Rede,Código da Etapa,Etapa,Código da GRE,GRE,Código do Município,Município,Código da Escola,Escola,Edição,Proficiência Média,Desvio Padrão,Padrão de Desempenho,Elementar I,Elementar II,Básico,Desejável,Estudantes Previstos,Estudantes Efetivos,Percentual de Participação
4765,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001675,ESCOLA LEOPOLDINO COELHO,2015,163.9,"59,5",Elementar II,"50,0","25,0","0,0","25,0",5,4,"80,0"
4766,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001705,ESCOLA SANTA HELENA,2015,232.0,"34,1",Desejável,"0,0","25,0","0,0","75,0",5,4,"80,0"
4767,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001721,ESCOLA VIRGILIO COELHO,2015,176.9,"44,8",Elementar II,"27,7","34,0","21,3","17,0",49,47,"95,9"
4768,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001772,ESCOLA COSTA E SILVA,2015,205.4,"45,0",Básico,"14,3","19,0","33,3","33,3",23,21,"91,3"
4769,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001780,ESCOLA DOM AVELAR,2015,177.7,"35,3",Elementar II,"11,8","64,7","17,6","5,9",17,17,"100,0"
4770,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001799,ESCOLA DR TANCREDO DE ALMEIDA NEVES,2015,170.7,"30,0",Elementar II,"33,3","33,3","33,3","0,0",6,6,"100,0"
4771,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001829,ESCOLA FELIPE COELHO,2015,204.6,"52,7",Básico,"16,7","16,7","25,0","41,7",12,12,"100,0"
4772,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001845,ESCOLA PROFESSOR ROBERTO MAGALHAES,2015,173.0,"29,4",Elementar II,"23,1","46,2","23,1","7,7",12,13,"100,0"
4773,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26001888,ESCOLA ALBERTO JOVINO DE SOUZA,2015,173.4,"39,3",Elementar II,"20,0","40,0","40,0","0,0",5,5,"100,0"
4774,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26140080,ESCOLA FRANCISCO FERREIRA DA CUNHA,2015,185.1,"56,1",Básico,"33,3","44,4","0,0","22,2",10,9,"90,0"
4775,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26143364,ESCOLA GUIOMAR COSTA REIS,2015,177.6,"43,4",Elementar II,"26,3","35,1","22,8","15,8",60,57,"95,0"
4776,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26143429,ESCOLA EVERARDO JOSE RODRIGUES PINHO,2015,170.9,"47,7",Elementar II,"45,0","25,0","10,0","20,0",20,20,"100,0"
4777,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26143488,ESCOLA LUIZ RIBEIRO DE CARVALHO,2015,232.5,"28,7",Desejável,"0,0","0,0","33,3","66,7",6,6,"100,0"
4778,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26143496,ESCOLA JOAO FELIX DE ABREU,2015,209.7,"41,9",Básico,"4,3","17,4","52,2","26,1",30,23,"76,7"
4779,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26143828,ESCOLA ANTONIO LAURINDO,2015,153.8,"28,8",Elementar II,"37,5","50,0","12,5","0,0",9,8,"88,9"
4780,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26144123,ESCOLA PROFª MARIA LUZANIRA MUNIZ RAMOS,2015,190.4,"37,9",Básico,"13,4","34,3","32,8","19,4",129,67,"51,9"
4781,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26155532,ESCOLA EVA MODESTO CORDEIRO,2015,181.4,"46,3",Elementar II,"31,4","25,7","17,1","25,7",45,35,"77,8"
4782,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26159252,ESCOLA JOSE NERI DE OLIVEIRA,2015,173.2,"43,8",Elementar II,"26,7","37,8","22,2","13,3",51,45,"88,2"
4783,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26159279,ESCOLA DR FRANCISCO DE ALENCAR LIMA,2015,184.4,"36,8",Elementar II,"19,0","33,3","29,8","17,9",100,84,"84,0"
4784,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26159503,ESCOLA LUIZ PEDRO FLORENCIO,2015,161.5,"31,8",Elementar II,"34,5","44,8","13,8","6,9",31,29,"93,5"
4785,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2601102,ARARIPINA,26179482,ESCOLA EDUARDO DE SOUSA CARVALHO,2015,177.8,"33,3",Elementar II,"20,0","36,7","31,7","11,7",86,60,"69,8"
4786,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26001926,COLEGIO MUNICIPAL ANTONIA LOCIO DA CRUZ,2015,193.1,"42,3",Básico,"16,3","30,1","31,7","22,0",147,123,"83,7"
4787,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26001977,ESCOLA MUL DOZE DE JUNHO,2015,201.2,"50,8",Básico,"13,3","26,7","6,7","53,3",15,15,"100,0"
4788,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26001985,ESCOLA MUL ANTONIO PEREIRA LIMA,2015,195.3,"54,7",Básico,"28,6","14,3","28,6","28,6",7,7,"100,0"
4789,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26001993,ESCOLA MUL CASTELO BRANCO,2015,212.7,"25,5",Básico,"0,0","20,0","40,0","40,0",5,5,"100,0"
4790,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002019,ESCOLA MUL DOIS IRMAOS,2015,172.4,"46,5",Elementar II,"50,0","0,0","37,5","12,5",8,8,"100,0"
4791,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002108,ESCOLA MUL JOHN KENNEDY,2015,189.5,"33,9",Básico,"0,0","57,1","14,3","28,6",7,7,"100,0"
4792,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002132,ESCOLA MUL JOSE FERREIRA LIMA,2015,178.9,"30,0",Elementar II,"28,6","28,6","42,9","0,0",7,7,"100,0"
4793,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002205,ESCOLA MUL MEM DE SA,2015,183.6,"42,7",Elementar II,"14,3","42,9","28,6","14,3",5,7,"100,0"
4794,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002213,ESCOLA MUL MENINO JESUS DE PRAGA,2015,181.1,"35,2",Elementar II,"14,3","42,9","28,6","14,3",8,7,"87,5"
4795,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002337,ESCOLA MUL SEBASTIAO MARQUES DE OLIVEIRA,2015,183.8,"29,4",Elementar II,"0,0","63,6","27,3","9,1",10,11,"100,0"
4796,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002345,ESCOLA MUL SEVERINO FRANCISCO DOS SANTOS,2015,205.6,"44,0",Básico,"11,1","33,3","0,0","55,6",9,9,"100,0"
4797,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002353,ESCOLA MUL THEODOZIO LEANDRO HORAS,2015,178.0,"32,3",Elementar II,"23,3","30,0","43,3","3,3",35,30,"85,7"
4798,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002434,ESCOLA MUL ECA DE QUEIROZ,2015,157.4,"33,8",Elementar II,"45,8","33,3","16,7","4,2",28,24,"85,7"
4799,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002507,ESCOLA MUL ANTONIO ALVES DE MEDEIROS,2015,163.7,"37,4",Elementar II,"30,0","40,0","25,0","5,0",23,20,"87,0"
4800,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002531,ESCOLA MUL ANTONIO GONCALVES DA SILVA,2015,167.6,"33,1",Elementar II,"40,0","20,0","40,0","0,0",6,5,"83,3"
4801,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002558,ESCOLA MUL BRASILIA,2015,194.8,"61,0",Básico,"30,0","10,0","20,0","40,0",10,10,"100,0"
4802,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002574,ESCOLA MUL DOMINGOS BENVINDO DE OLIVEIRA,2015,232.1,"31,5",Desejável,"0,0","8,3","16,7","75,0",10,12,"100,0"
4803,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002604,ESCOLA MUL FRANCISCA NELI GOMES,2015,170.6,"34,6",Elementar II,"33,3","50,0","0,0","16,7",6,6,"100,0"
4804,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002620,ESCOLA MUL JERUSALEM,2015,143.7,"18,7",Elementar I,"66,7","33,3","0,0","0,0",8,6,"75,0"
4805,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002639,ESCOLA MUL JOAO BATISTA DE SOUZA,2015,163.9,"29,0",Elementar II,"26,3","52,6","21,1","0,0",24,19,"79,2"
4806,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002647,ESCOLA MUL JOAO FERREIRA DA SILVA,2015,186.9,"29,9",Básico,"14,3","42,9","14,3","28,6",7,7,"100,0"
4807,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002655,ESCOLA MUL JOAO GOMES DE SOUZA,2015,170.6,"43,0",Elementar II,"38,8","24,5","20,4","16,3",50,49,"98,0"
4808,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002671,ESCOLA MUL LUIZ PEDRO DA SILVA,2015,154.8,"36,7",Elementar II,"57,1","28,6","0,0","14,3",6,7,"100,0"
4809,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002701,ESCOLA MUL MURILO MENDES,2015,176.9,"14,5",Elementar II,"0,0","66,7","33,3","0,0",6,3,"50,0"
4810,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002760,ESCOLA MUL PADRE ANTONIO VIEIRA,2015,159.8,"30,3",Elementar II,"41,7","33,3","25,0","0,0",13,12,"92,3"
4811,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002817,ESCOLA MUL SANTA BRIGIDA,2015,229.5,"34,0",Desejável,"0,0","14,3","14,3","71,4",6,7,"100,0"
4812,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002841,ESCOLA MUL ANTONIO CUSTODIO,2015,235.0,"50,5",Desejável,"9,1","9,1","15,2","66,7",36,33,"91,7"
4813,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002876,ESCOLA MUL DUARTE COELHO PEREIRA,2015,184.1,"34,4",Elementar II,"25,0","25,0","25,0","25,0",8,8,"100,0"
4814,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002892,ESCOLA MUL GETULIO VARGAS,2015,216.8,"45,3",Básico,"0,0","20,0","50,0","30,0",12,10,"83,3"
4815,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002906,ESCOLA MUL GONCALVES DIAS,2015,157.1,"9,2",Elementar II,"0,0","100,0","0,0","0,0",5,3,"60,0"
4816,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002930,ESCOLA MUL JOANA ANGELICA,2015,175.1,"40,7",Elementar II,"16,7","33,3","50,0","0,0",8,6,"75,0"
4817,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002965,ESCOLA MUL SAO FRANCISCO,2015,180.3,"42,0",Elementar II,"25,6","25,6","32,6","16,3",78,43,"55,1"
4818,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26002973,ESCOLA MUL SANTA INES,2015,179.5,"44,6",Elementar II,"28,6","28,6","28,6","14,3",7,7,"100,0"
4819,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26003007,ESCOLA MUL WILSON LACERDA,2015,196.3,"35,3",Básico,"25,0","0,0","75,0","0,0",6,4,"66,7"
4820,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26003015,ESCOLA MUL ZENOBIO DA COSTA,2015,150.2,"30,4",Elementar II,"50,0","35,7","14,3","0,0",14,14,"100,0"
4821,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26144271,ESCOLA MUL SAO SEBASTIAO,2015,190.7,"48,4",Básico,"37,5","0,0","12,5","50,0",6,8,"100,0"
4822,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26145669,ESCOLA MUL DO AGRESTE,2015,205.1,"39,8",Básico,"11,1","22,2","33,3","33,3",9,9,"100,0"
4823,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26151812,ESCOLA MUL FRANCISCO JOSE DE OLIVEIRA,2015,240.8,"25,6",Desejável,"0,0","0,0","28,6","71,4",7,7,"100,0"
4824,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26151855,ESCOLA MUL VICENTE PEDRO DE SOUZA,2015,157.1,"30,8",Elementar II,"46,2","38,5","7,7","7,7",13,13,"100,0"
4825,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26151871,ESCOLA MUL ANTONIO JOSE DE LIMA,2015,168.8,"27,8",Elementar II,"14,3","57,1","28,6","0,0",7,7,"100,0"
4826,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2602001,BODOCO,26176327,ESCOLA MUNICIPAL ANTONIO CLEMENTINO COSTA,2015,167.5,"37,7",Elementar II,"43,5","30,4","13,0","13,0",25,23,"92,0"
4827,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003031,COLEGIO MUL BARBARA DE ALENCAR,2015,202.7,"41,2",Básico,"16,0","16,0","32,0","36,0",29,25,"86,2"
4828,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003252,GRUPO MUNICIPAL PEDRO TAVARES DE SALES,2015,154.3,"35,1",Elementar II,"66,7","16,7","16,7","0,0",6,6,"100,0"
4829,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003279,GRUPO MUNICIPAL CORONEL MANOEL AIRES,2015,203.1,"49,3",Básico,"14,0","23,3","32,6","30,2",46,43,"93,5"
4830,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003309,GRUPO MUL ANTONIO AGOSTINHO DA SILVA,2015,201.8,"57,2",Básico,"20,0","0,0","40,0","40,0",5,5,"100,0"
4831,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003317,GRUPO MUNICIPAL ANTONIO ALVES FEITOSA,2015,179.8,"51,3",Elementar II,"37,5","12,5","12,5","37,5",8,8,"100,0"
4832,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003341,GRUPO MUNICIPAL CASSIANO DIONISIO,2015,181.3,"29,2",Elementar II,"18,2","27,3","45,5","9,1",9,11,"100,0"
4833,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003350,GRUPO MUNICIPAL CAZIMIRO ULISSES,2015,231.7,"43,5",Desejável,"0,0","20,0","20,0","60,0",5,5,"100,0"
4834,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003422,GRUPO MUL FRANCISCO VIEIRA DE SALES,2015,272.2,"35,8",Desejável,"0,0","0,0","0,0","100,0",10,10,"100,0"
4835,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003430,GRUPO MUL JOAO AGUSTINHO SOBREIRA,2015,162.0,"29,6",Elementar II,"37,5","37,5","25,0","0,0",10,8,"80,0"
4836,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003457,GRUPO MUNICIPAL JOAQUIM SALVIANO GOMES,2015,173.3,"34,2",Elementar II,"18,2","63,6","0,0","18,2",11,11,"100,0"
4837,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003465,GRUPO MUNICIPAL JOSE AIRES DE ALENCAR,2015,152.1,"33,8",Elementar II,"33,3","55,6","11,1","0,0",9,9,"100,0"
4838,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003546,GRUPO MUNICIPAL JOSE PEIXOTO DE ALENCAR,2015,199.4,"41,7",Básico,"9,6","32,7","28,8","28,8",53,52,"98,1"
4839,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003570,GRUPO MUL JOSE ULISSES DE OLIVEIRA SILVA,2015,214.1,"50,1",Básico,"10,6","19,1","29,8","40,4",45,47,"100,0"
4840,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003589,GRUPO MUNICIPAL JOSE VALMOM PEIXOTO,2015,158.0,"26,1",Elementar II,"50,0","25,0","25,0","0,0",5,4,"80,0"
4841,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003651,GRUPO MUL MARTINHO PEREIRA DE ALENCAR,2015,201.0,"31,6",Básico,"0,0","37,5","37,5","25,0",8,8,"100,0"
4842,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003732,GRUPO MUNICIPAL JOSE MOREIRA DE ALENCAR,2015,164.7,"24,3",Elementar II,"33,3","44,4","22,2","0,0",9,9,"100,0"
4843,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003775,GRUPO MUNICIPAL MARIA NECO EZEQUIEL,2015,191.4,"52,0",Básico,"25,0","0,0","50,0","25,0",9,8,"88,9"
4844,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003830,GRUPO MUNICIPAL JOAO NUNES VIANA,2015,157.5,"49,6",Elementar II,"62,5","12,5","12,5","12,5",7,8,"100,0"
4845,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003864,GRUPO MUL ROMAO SAMPAIO FILHO,2015,221.7,"31,6",Desejável,"0,0","20,0","20,0","60,0",6,5,"83,3"
4846,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003880,ESCOLA MUL BEVENUTO ARNALDO DE ALENCAR,2015,157.0,"37,4",Elementar II,"52,6","21,1","21,1","5,3",18,19,"100,0"
4847,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003929,GRUPO MUL FRANCISCO AURILIO C PEDROZA,2015,190.3,"29,3",Básico,"16,7","16,7","66,7","0,0",7,6,"85,7"
4848,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003953,GRUPO MUL TENENTE MANOEL MIGUEL CRISTOVAO,2015,217.3,"44,9",Básico,"0,0","40,0","20,0","40,0",7,5,"71,4"
4849,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26003961,ESCOLA MUNICIPAL ADALTON ALENCAR,2015,242.0,"46,6",Desejável,"0,0","20,0","20,0","60,0",5,5,"100,0"
4850,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26004038,GRUPO MUNICIPAL JOSE FRANCISCO DE OLIVEIRA,2015,242.4,"38,3",Desejável,"0,0","14,3","14,3","71,4",11,7,"63,6"
4851,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26004062,GRUPO MUL SEBASTIAO FREIRE DE ASSIS,2015,222.0,"39,3",Desejável,"5,9","11,8","29,4","52,9",20,17,"85,0"
4852,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26135179,ESCOLA MUNICIPAL SAO SEBASTIAO,2015,170.0,"33,1",Elementar II,"20,0","55,0","20,0","5,0",18,20,"100,0"
4853,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26135215,ESCOLA MUNICIPAL PADRE CICERO,2015,184.2,"22,3",Elementar II,"0,0","50,0","50,0","0,0",6,4,"66,7"
4854,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26144409,ESCOLA MUL LIZZIANY GOMES FERNANDES,2015,212.2,"47,4",Básico,"10,2","22,0","20,3","47,5",61,59,"96,7"
4855,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26144727,ESCOLA MUNICIPAL ANTONIO SARAIVA DA CRUZ,2015,195.2,"56,1",Básico,"20,0","25,0","22,5","32,5",46,40,"87,0"
4856,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26155540,ESCOLA MUL JOSEFA CANDIDA DE JESUS,2015,208.2,"42,5",Básico,"9,0","19,4","35,8","35,8",0,67,-
4857,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2605301,EXU,26183250,ESCOLA MUNICIPAL GALDINO MARIANO DOS SANTOS,2015,160.2,"30,5",Elementar II,"44,4","44,4","0,0","11,1",9,9,"100,0"
4858,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2606309,GRANITO,26004291,ESC MUL PROFESSORA HELENA LOPES DE SOUZA,2015,194.4,"46,3",Básico,"13,7","27,5","27,5","31,4",49,51,"100,0"
4859,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2606309,GRANITO,26004364,ESCOLA MUNICIPAL REINALDO MODESTO FERRAZ,2015,177.3,"41,8",Elementar II,"24,1","37,3","25,3","13,3",88,83,"94,3"
4860,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2606309,GRANITO,26142341,ESCOLA MUL CORNELIO CARLOS DE ALENCAR,2015,208.0,"50,8",Básico,"7,1","14,3","50,0","28,6",18,14,"77,8"
4861,2,MUNICIPAL,5,4ª SÉRIE / 5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2606309,GRANITO,26166488,ESCOLA MUNICIPAL JOSE ALVES SILVEIRA,2015,198.7,"42,2",Básico,"7,3","41,5","26,8","24,4",43,41,"95,3"
